Author: Spencer Rodgers, Date 1/8/2021, Score = 4.67339, Intercept Time = 4.25
Missile X, Missile Y, Target X, Target Y,AccelM, Separation, Time 
1271.14,1315.35,1730.88,1788.72,-9.56703,664.388,2.7
1276.95,1319,1733.98,1788.72,-9.53911,659.879,2.71
1282.77,1322.64,1737.08,1788.72,-9.51127,655.373,2.72
1288.59,1326.27,1740.17,1788.72,-9.4835,650.87,2.73
1294.41,1329.89,1743.27,1788.72,-9.45581,646.369,2.74
1300.24,1333.51,1746.37,1788.72,-9.42819,641.871,2.75
1306.08,1337.12,1749.47,1788.72,-9.40065,637.376,2.76
1311.92,1340.71,1752.56,1788.72,-9.37318,632.883,2.77
1317.76,1344.31,1755.66,1788.72,-9.34579,628.394,2.78
1323.61,1347.89,1758.76,1788.72,-9.31847,623.907,2.79
1329.46,1351.47,1761.85,1788.72,-9.29123,619.422,2.8
1335.32,1355.03,1764.95,1788.72,-9.26406,614.941,2.81
1341.19,1358.59,1768.05,1788.72,-9.23696,610.462,2.82
1347.06,1362.15,1771.14,1788.72,-9.20995,605.985,2.83
1352.93,1365.69,1774.24,1788.72,-9.183,601.512,2.84
1358.81,1369.23,1777.34,1788.72,-9.15613,597.041,2.85
1364.69,1372.76,1780.44,1788.72,-9.12933,592.573,2.86
1370.58,1376.28,1783.53,1788.72,-9.10261,588.107,2.87
1376.47,1379.79,1786.63,1788.72,-9.07596,583.644,2.88
1382.36,1383.3,1789.73,1788.72,-9.04939,579.184,2.89
1388.26,1386.8,1792.82,1788.72,-9.02289,574.726,2.9
1394.17,1390.29,1795.92,1788.72,-8.99646,570.271,2.91
1400.08,1393.77,1799.02,1788.72,-8.97011,565.818,2.92
1405.99,1397.25,1802.11,1788.72,-8.94383,561.368,2.93
1411.91,1400.72,1805.21,1788.72,-8.91763,556.921,2.94
1417.83,1404.18,1808.31,1788.72,-8.8915,552.476,2.95
1423.76,1407.63,1811.41,1788.72,-8.86544,548.034,2.96
1429.69,1411.08,1814.5,1788.72,-8.83946,543.594,2.97
1435.63,1414.52,1817.6,1788.72,-8.81355,539.157,2.98
1441.57,1417.95,1820.7,1788.72,-8.78771,534.723,2.99
1447.51,1421.37,1823.79,1788.72,-8.76194,530.291,3
1453.46,1424.79,1826.89,1788.72,-8.73625,525.861,3.01
1459.42,1428.2,1829.99,1788.72,-8.71063,521.435,3.02
1465.37,1431.6,1833.08,1788.72,-8.68509,517.01,3.03
1471.34,1434.99,1836.18,1788.72,-8.65961,512.588,3.04
1477.3,1438.38,1839.28,1788.72,-8.63421,508.169,3.05
1483.27,1441.76,1842.38,1788.72,-8.60888,503.752,3.06
1489.25,1445.13,1845.47,1788.72,-8.58363,499.338,3.07
1495.22,1448.49,1848.57,1788.72,-8.55845,494.926,3.08
1501.21,1451.85,1851.67,1788.72,-8.53333,490.517,3.09
1507.19,1455.2,1854.76,1788.72,-8.5083,486.11,3.1
1513.18,1458.54,1857.86,1788.72,-8.48333,481.706,3.11
1519.18,1461.88,1860.96,1788.72,-8.45843,477.304,3.12
